Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts","Iron
(mg)","Potassium
(mg)","Magnesium
(mg)","Calcium
(mg)","Vitamin A
(mg)","Vitamin C
(mg)","Vitamin D
(mg)"
Wendy's,"Berry Burst Chicken Salad, Half Size",290,,13,2.5,0,50,570,23,5,15,23,285,1.4,380,28,90,0.07,16,0.5
Wendy's,Caesar Side Salad,240,,15,4,0,30,500,19,3,4,8,240,1.2,280,22,120,0.06,8,0.4
Wendy's,Garden Side Salad,250,,18,4,0,20,460,18,2,4,7,251,1,300,24,80,0.04,15,0.3
Wendy's,"Southwest Avocado Chicken Salad, Full Size",600,,41,11,0,135,1220,18,7,7,42,576,3.2,820,62,180,0.14,18,1.2
Wendy's,"Southwest Avocado Chicken Salad, Half Size",300,,20,6,0,70,620,10,4,4,21,289,1.8,460,34,100,0.08,10,0.7
Wendy's,"Spicy Caesar Chicken Salad, Full Size",720,,42,12,1,150,1680,44,8,6,42,696,3.8,760,52,260,0.12,12,1.4
Wendy's,"Spicy Caesar Chicken Salad, Half Size",410,,23,6,0.5,75,930,30,5,4,23,397,2.2,420,30,140,0.07,7,0.8
Wendy's,"Taco Salad, Full Size",660,,32,13,1,85,1820,63,10,18,32,659,4.2,780,58,280,0.1,16,1.2
Wendy's,"Taco Salad, Half Size",470,,23,8,0.5,45,1320,49,7,12,19,471,2.8,520,38,180,0.06,10,0.8
Wendy's,Apple Bites,35,,0,0,0,0,0,9,2,7,0,42,0.1,110,6,6,0.01,5,0
Wendy's,Baconator Fries,490,,28,9,0,35,550,45,4,2,14,487,1.2,580,42,180,0.05,5,0.8
Wendy's,Bacon Cheese Baked Potato,440,,14,6,0,35,550,64,7,4,17,433,2.2,920,62,200,0.06,18,0.7
Wendy's,Cheese Baked Potato,430,,13,7,0,30,560,65,7,5,14,428,1.8,880,58,220,0.05,16,0.6
Wendy's,Chili & Cheese Baked Potato,460,,11,5,0,35,710,71,8,7,19,453,2.8,1020,68,240,0.06,20,0.8
Wendy's,"Chili, Large",250,,7,3,0.5,50,1170,23,5,9,23,239,3.2,680,48,120,0.06,8,0.5
Wendy's,"Chili, Small",170,,5,2,0,35,780,16,4,6,15,163,2.2,460,32,80,0.04,5,0.3
Wendy's,Chili Cheese Fries,500,,25,8,0.5,35,710,53,6,4,16,496,2.4,680,52,180,0.05,6,0.7
Wendy's,"Natural-Cut Fries, Junior",230,,10,2,0,0,15,30,3,0,3,229,0.4,320,22,12,0,4,0
Wendy's,"Natural-Cut Fries, Large",530,,24,4.5,0,0,520,70,6,0,7,528,1,780,54,30,0,9,0
Wendy's,"Natural-Cut Fries, Medium",420,,19,3.5,0,0,420,56,5,0,6,418,0.8,620,43,24,0,7,0
Wendy's,"Natural-Cut Fries, Small",320,,15,2.5,0,0,320,43,4,0,5,318,0.6,470,33,18,0,5,0
Wendy's,Plain Baked Potato,270,,0,0,0,0,25,61,7,3,7,266,1.4,840,58,40,0,24,0
Wendy's,Sour Cream and Chive Baked Potato,310,,2.5,2.5,0,10,35,63,7,4,8,309,1.6,880,60,60,0.02,25,0.1
Wendy's,Summer Berry Burst Fruit Cup,20,,0,0,0,0,0,5,1,3,0,23,0.2,90,8,8,0.01,18,0
Wendy's,1% Chocolate Milk,150,,2.5,1.5,0,10,170,26,0,23,7,168,0.3,480,32,320,0.02,0,2.6
Wendy's,1% White Milk,90,,2,1.5,0,10,105,10,0,10,7,95,0,380,28,300,0.02,0,2.5
Wendy's,"All-Natural Lemonade, Large",380,,0,0,0,0,0,100,0,93,0,473,0,25,4,8,0,24,0
Wendy's,"All-Natural Lemonade, Medium",330,,0,0,0,0,0,86,0,81,0,411,0,22,3,7,0,21,0
Wendy's,"All-Natural Lemonade, Small",190,,0,0,0,0,0,50,0,47,0,237,0,13,2,4,0,12,0
Wendy’s,"Apple Kiwi Fruit Tea, Large",330,,0,0,0,0,60,83,0,80,0,410
Wendy’s,"Apple Kiwi Fruit Tea, Medium",300,,0,0,0,0,50,76,0,73,0,373
Wendy’s,"Apple Kiwi Fruit Tea, Small",170,,0,0,0,0,30,44,0,42,0,212
Wendy’s,"Barq’s Root Beer, Large",450,,0,0,0,0,180,122,0,122,0,572
Wendy’s,"Barq’s Root Beer, Medium",360,,0,0,0,0,150,98,0,98,0,458
Wendy’s,"Barq’s Root Beer, Small",220,,0,0,0,0,90,61,0,61,0,281
Wendy’s,"Brewed Unsweetened Iced Tea, Large",5,,0,0,0,0,25,2,0,0,0,5
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0,,0,0,0,0,15,1,0,0,0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Small",0,,0,0,0,0,10,1,0,0,0,0
Wendy's,"Caramel Iced Coffee, Medium",240,,8,5,0,25,45,40,0,36,3,278,0,190,15,110,0.03,0,0.3
Wendy's,"Caramel Iced Coffee, Small",160,,6,3.5,0,20,30,26,0,24,2,186,0,130,10,75,0.02,0,0.2
Wendy’s,"Coca-Cola, Large",400,,0,0,0,0,90,109,0,109,0,509
Wendy’s,"Coca-Cola, Medium",320,,0,0,0,0,70,87,0,87,0,407
Wendy’s,"Coca-Cola, Small",200,,0,0,0,0,45,54,0,54,0,254
Wendy’s,"Coca-Cola Zero Sugar, Large",0,,0,0,0,0,100,1,0,0,0,0
Wendy’s,"Coca-Cola Zero Sugar, Medium",0,,0,0,0,0,80,1,0,0,0,0
Wendy’s,"Coca-Cola Zero Sugar, Small",0,,0,0,0,0,50,0,0,0,0,0
Wendy’s,"Diet Coke, Large",0,,0,0,0,0,125,1,0,0,0,0
Wendy’s,"Diet Coke, Medium",0,,0,0,0,0,100,1,0,0,0,0
Wendy’s,"Diet Coke, Small",0,,0,0,0,0,45,0,0,0,0,0
Wendy’s,"Dr Pepper, Large",240,,0,0,0,0,70,66,0,64,0,304
Wendy’s,"Dr Pepper, Medium",190,,0,0,0,0,55,53,0,51,0,241
Wendy’s,"Dr Pepper, Small",120,,0,0,0,0,35,33,0,32,0,152
Wendy’s,"Fanta Orange, Large",430,,0,0,0,0,110,117,0,115,0,545
Wendy’s,"Fanta Orange, Medium",340,,0,0,0,0,85,94,0,92,0,432
Wendy’s,"Fanta Orange, Small",210,,0,0,0,0,55,59,0,58,0,268
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420,,0,0,0,0,140,115,0,113,0,533
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340,,0,0,0,0,115,92,0,90,0,430
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210,,0,0,0,0,70,58,0,56,0,266
Wendy’s,"Honest Tropical Green Tea, Large",110,,0,0,0,0,55,29,0,29,0,139
Wendy’s,"Honest Tropical Green Tea, Medium",90,,0,0,0,0,40,22,0,22,0,112
Wendy’s,"Honest Tropical Green Tea, Small",60,,0,0,0,0,25,14,0,14,0,74
Wendy’s,Hot Tea,0,,0,0,0,0,0,1,0,0,0,0
Wendy’s,"Limeade, Large",460,,0,0,0,0,55,117,0,111,0,571
Wendy’s,"Limeade, Medium",380,,0,0,0,0,45,98,0,93,0,473
Wendy’s,"Limeade, Small",230,,0,0,0,0,30,59,0,56,0,286
Wendy’s,"Minute Maid Light Lemonade, Large",15,,0,0,0,0,10,2,0,0,0,15
Wendy’s,"Minute Maid Light Lemonade, Medium",10,,0,0,0,0,10,1,0,0,0,10
Wendy’s,"Minute Maid Light Lemonade, Small",5,,0,0,0,0,5,1,0,0,0,5
Wendy's,"Mocha Iced Coffee, Medium",210,,8,5,0,25,40,32,0,28,3,240,0.5,200,18,100,0.03,0,0.3
Wendy's,"Mocha Iced Coffee, Small",170,,6,3.5,0,20,30,28,0,25,2,197,0.4,140,13,70,0.02,0,0.2
Wendy’s,"Pear Berry Fruit Tea, Large",320,,0,0,0,0,60,82,0,76,0,396
Wendy’s,"Pear Berry Fruit Tea, Medium",300,,0,0,0,0,50,76,0,70,0,370
Wendy’s,"Pear Berry Fruit Tea, Small",170,,0,0,0,0,30,44,0,40,0,210
Wendy's,"Skinny Vanilla Iced Coffee, Medium",100,,8,5,0,25,45,14,0,0,3,102,0,180,14,100,0.03,0,0.3
Wendy's,"Skinny Vanilla Iced Coffee, Small",70,,5,3.5,0,15,30,6,0,0,2,72,0,120,9,70,0.02,0,0.2
Wendy’s,"Small Sprite, Small",200,,0,0,0,0,90,53,0,53,0,253
Wendy’s,"Sprite, Large",390,,0,0,0,0,180,105,0,105,0,495
Wendy’s,"Sprite, Medium",310,,0,0,0,0,140,84,0,84,0,394
Wendy’s,"Strawberry Lemonade, Large",480,,0,0,0,0,55,121,0,114,0,594
Wendy’s,"Strawberry Lemonade, Medium",380,,0,0,0,0,45,98,0,92,0,472
Wendy’s,"Strawberry Lemonade, Small",230,,0,0,0,0,30,58,0,54,0,284
Wendy’s,"Strawberry Sweet Tea, Large",270,,0,0,0,0,15,69,0,67,0,337
Wendy’s,"Strawberry Sweet Tea, Medium",240,,0,0,0,0,15,60,0,59,0,299
Wendy’s,"Strawberry Sweet Tea, Small",140,,0,0,0,0,10,36,0,35,0,175
Wendy’s,"Strawberry Tea, Large",90,,0,0,0,0,20,22,0,20,0,110
Wendy’s,"Strawberry Tea, Medium",60,,0,0,0,0,15,16,0,14,0,74
Wendy’s,"Strawberry Tea, Small",45,,0,0,0,0,10,11,0,10,0,55
Wendy’s,"Sweetened Iced Tea, Large",300,,0,0,0,0,25,77,0,75,0,375
Wendy’s,"Sweetened Iced Tea, Medium",220,,0,0,0,0,20,58,0,56,0,276
Wendy’s,"Sweetened Iced Tea, Small",160,,0,0,0,0,10,41,0,40,0,200
Wendy's,"Vanilla Iced Coffee, Medium",250,,8,5,0,25,40,42,0,39,3,291,0,200,16,110,0.03,0,0.3
Wendy's,"Vanilla Iced Coffee, Small",170,,6,3.5,0,20,30,28,0,26,2,198,0,140,11,75,0.02,0,0.2
Wendy's,"Classic Chocolate Frosty, Junior",200,,5,3,0,20,90,33,0,27,6,224,0.5,280,22,180,0.03,0,0.5
Wendy's,"Classic Chocolate Frosty, Large",590,,15,10,0.5,60,260,99,0,81,17,664,1.5,840,65,540,0.08,0,1.5
Wendy's,"Classic Chocolate Frosty, Medium",470,,12,8,0.5,50,210,79,0,65,13,530,1.2,670,52,430,0.06,0,1.2
Wendy's,"Classic Chocolate Frosty, Small",350,,9,6,0,35,150,58,0,47,10,393,0.9,500,39,320,0.05,0,0.9
Wendy's,"Vanilla Frosty, Junior",190,,5,3.5,0,25,90,32,0,27,5,216,0.2,270,21,170,0.03,0,0.5
Wendy's,"Vanilla Frosty, Large",570,,15,10,0.5,70,260,94,0,78,15,643,0.6,810,63,510,0.08,0,1.4
Wendy's,"Vanilla Frosty, Medium",450,,12,8,0.5,55,210,75,0,63,12,509,0.5,650,50,410,0.06,0,1.1
Wendy's,"Vanilla Frosty, Small",340,,9,6,0,45,160,56,0,47,9,384,0.4,490,38,310,0.05,0,0.8
Wendy's,Chocolate Chunk Cookie,310,,16,8,0,20,210,40,2,24,3,339,1.2,90,18,30,0.02,0,0.2
Wendy's,Double Chocolate Chunk Cookie,290,,14,7,0,20,230,39,4,21,4,314,1.4,110,22,35,0.02,0,0.2
Wendy's,Sugar Cookie,330,,16,8,0,25,300,43,1,24,3,359,1,80,15,25,0.02,0,0.1
Wendy's,Kids 2 Piece Chicken Tenders,200,,10,1.5,0,45,620,13,0,0,15,187,1.2,280,20,18,0.02,0,0.3
Wendy's,Kids 4 Piece Chicken Nuggets,170,,11,2,0,35,340,10,0,0,9,163,0.8,180,15,15,0.01,0,0.2
Wendy's,Kids Cheeseburger,280,,13,6,0.5,50,540,25,1,5,15,276,2.4,260,24,160,0.04,2,0.7
Wendy's,Kids Grilled Chicken Wrap,270,,10,3.5,0,55,640,24,2,3,20,257,1.6,380,28,100,0.04,6,0.6
Wendy's,Kids Hamburger,240,,9,3.5,0.5,40,350,24,1,5,13,236,2,240,22,80,0.03,2,0.5
Wendy's,Artisan Egg Sandwich with Bacon,320,,17,8,0,245,750,25,1,4,18,314,2,240,22,140,0.08,1,1.7
Wendy's,Artisan Egg Sandwich with Sausage,480,,33,13,0,275,980,27,1,4,21,476,2.4,280,26,160,0.09,1,1.9
Wendy's,Bacon Breakfast Bowl,510,,28,9,0,245,1390,44,4,2,19,502,2.8,680,52,200,0.1,12,1.8
Wendy's,Biggie Breakfast Sandwich,610,,40,15,0,290,1400,37,2,7,27,605,3.2,380,32,220,0.12,3,2.2
Wendy's,Fresh-Baked Biscuit with Applewood Smoked Bacon,410,,24,13,0,235,970,34,1,5,15,413,2,240,22,140,0.08,1,1.6
Wendy's,Fresh Baked Biscuit with Natural Sausage,590,,41,19,0,270,1270,36,1,6,20,595,2.4,280,26,160,0.09,1,1.8
Wendy's,Gravy and Sausage Bowl,450,,22,6,0,220,1260,50,4,2,12,446,2,480,40,120,0.08,6,1.4
Wendy's,Honey Butter Chicken Biscuit,500,,26,12,0,50,1120,48,1,9,19,502,2.2,380,30,120,0.04,3,0.8
Wendy's,Sausage and Egg Burrito,360,,20,8,0,210,920,29,1,2,17,353,2,320,28,140,0.08,3,1.5
Wendy's,Sausage and Gravy Biscuit,490,,29,14,0,20,1400,49,2,6,8,502,1.8,240,22,120,0.03,1,1.2
Wendy's,Sausage Biscuit,480,,33,15,0,50,1010,35,1,5,12,488,1.8,220,20,100,0.04,1,1.2
Wendy's,Sausage Breakfast Bowl,640,,42,14,0,270,1540,46,4,3,21,636,3.2,720,56,220,0.1,14,2
Wendy's,"Seasoned Home-Style Potatoes, Large",360,,13,2.5,0,0,1080,57,6,1,5,359,1.2,840,58,30,0,8,0
Wendy's,"Seasoned Home-Style Potatoes, Medium",250,,9,1.5,0,0,750,39,4,1,4,249,0.8,580,40,20,0,6,0
Wendy's,"Seasoned Home-Style Potatoes, Small",230,,8,1.5,0,0,680,35,4,0,3,229,0.7,520,36,18,0,5,0
Wendy's,Two Sausage and Egg Burritos,720,,41,16,0,420,1830,59,2,5,34,707,4,640,56,280,0.16,6,3
Wendy's,Two Sausage Biscuits,960,,65,31,0,95,2020,70,3,10,23,978,3.6,440,40,200,0.08,2,2.4
KFC,Limited Time Cinnabon Dessert  Biscuits,290,,13,7,0,<5,580,40,2,17,4,310,1.2,95,18,80,0.02,0,0.5
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390,,21,4,0,120,1190,11,2,0,39,355,1.4,420,38,24,0,0,0.2
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130,,8,1.5,0,55,430,4,1,0,12,119.5,0.7,180,14,12,0,0,0.1
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280,,19,4.5,0,100,910,8,1,0,19,265.5,1.2,310,26,18,0,0,0.15
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130,,8,2,0,55,380,3,0,0,10,122,0.6,160,12,10,0,0,0.1
KFC,Chicken Breast,770,,60,10,0,105,1530,21,1,1,35,746,1.6,480,42,28,0,0,0.3
KFC,Chicken Drumstick,250,,21,3.5,0,50,530,6,1,0,11,242.5,0.8,200,16,14,0,0,0.12
KFC,Chicken Thigh,500,,40,7,0,100,970,11,1,1,22,486,1.3,340,28,20,0,0,0.18
KFC,Chicken Whole Wing,290,,25,4,0,45,520,6,1,1,10,285,0.7,180,14,12,0,0,0.12
KFC,Breast,260,,12,3,0,130,790,1,0,0,38,225,1.2,450,36,22,0,0,0.2
KFC,Drumstick,100,,6,1.5,0,55,260,0,0,0,11,90.5,0.6,190,14,10,0,0,0.08
KFC,Thigh,180,,12,3.5,0,90,470,0,0,0,17,166.5,1,320,24,16,0,0,0.12
KFC,Whole Wing,90,,6,1.5,0,45,210,1,0,0,9,82.5,0.5,160,12,8,0,0,0.08
KFC,Breast,540,,40,7,0,100,1390,14,2,1,31,517,1.5,460,38,26,0,0,0.25
KFC,Drumstick,190,,14,2.5,0,40,510,6,1,0,9,183.5,0.7,195,15,12,0,0,0.1
KFC,Thigh,390,,32,6,0,65,900,12,2,1,13,384,1.1,330,26,18,0,0,0.15
KFC,Whole Wing,180,,15,2.5,0,35,450,5,1,0,8,174.5,0.6,170,13,10,0,0,0.09
KFC,EXTRA CRISPY  Chicken Breast,530,,35,6,0,105,1150,18,0,0,35,501,1.5,460,40,26,0,0,0.25
KFC,EXTRA CRISPY  Chicken Drumstick,170,,12,2,0,50,390,5,0,0,10,162,0.7,190,15,12,0,0,0.1
KFC,EXTRA CRISPY  Chicken Thigh,330,,23,4.5,0,100,700,9,0,0,22,312.5,1.2,320,26,18,0,0,0.15
KFC,EXTRA CRISPY  Chicken Whole Wing,170,,13,2,0,45,340,5,0,0,10,162,0.6,165,13,10,0,0,0.09
KFC,KENTUCKY GRILLED CHICKEN Breast,210,,7,2,0,130,710,0,0,0,38,174,1.3,470,38,24,0,0,0.2
KFC,KENTUCKY GRILLED CHICKEN Drumstick,80,,4,1,0,55,220,0,0,0,11,70,0.7,200,15,11,0,0,0.08
KFC,KENTUCKY GRILLED CHICKEN Thigh,150,,9,3,0,90,420,0,0,0,17,136,1.1,340,26,17,0,0,0.13
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70,,3,1,0,45,180,0,0,0,9,62,0.5,170,13,9,0,0,0.08
KFC,SPICY CRISPY CHICKEN Breast,350,,20,3.5,0,100,1100,11,1,0,30,323.5,1.4,440,38,25,0,0,0.22
KFC,SPICY CRISPY CHICKEN Drumstick,130,,8,1.5,0,40,420,5,1,0,9,122.5,0.7,185,14,11,0,0,0.09
KFC,SPICY CRISPY CHICKEN Thigh,270,,20,3.5,0,65,720,10,1,0,13,260.5,1.1,315,25,17,0,0,0.14
KFC,SPICY CRISPY CHICKEN Whole Wing,120,,8,1.5,0,35,350,5,0,0,7,114.5,0.6,160,12,9,0,0,0.08
KFC,EXTRA CRISPY  Tender (each),260,,14,2,0,50,610,15,<1,0,19,243,1,280,22,15,0,0,0.12
KFC,EXTRA CRISPY  Tender (each),220,,16,2.5,0,25,460,9,<1,0,10,212.5,0.8,220,18,12,0,0,0.1
KFC,KENTUCKY FRIED WINGS Buffalo,100,,7,1.5,0,20,310,3,0,0,5,96.5,0.4,120,10,8,0,0,0.06
KFC,KENTUCKY FRIED WINGS Honey BBQ,100,,6,1,0,20,210,8,0,4,5,100,0.4,125,10,8,0,0,0.06
KFC,KENTUCKY FRIED WINGS Nashville Hot,130,,11,2,0,20,230,4,0,0,5,127,0.5,130,11,8,0,0,0.07
KFC,KENTUCKY FRIED WINGS Unsauced,80,,6,1,0,20,150,3,0,0,5,76,0.4,115,9,7,0,0,0.05
KFC,POPCORN NUGGETS Kids,290,,19,2.5,0,30,870,19,1,0,13,279.5,1,280,22,18,0,0,0.12
KFC,POPCORN NUGGETS Large,620,,39,5,0,65,1820,39,2,0,27,598,2.1,590,46,38,0,0,0.25
KFC,BBQ Baked Beans,190,,1,0,0,0,650,34,7,15,11,194,2.4,580,52,85,0,2,0
KFC,Biscuit,180,,8,4.5,0,0,520,22,1,1,4,181.5,1.2,90,16,60,0.02,0,0.4
KFC,Coleslaw,170,,12,2,0,<5,180,14,4,10,1,181,0.5,220,12,35,0.06,25,0
KFC,Corn on the Cob,70,,0.5,0,0,0,0,17,2,3,2,71,0.4,195,22,3,0.02,4,0
KFC,Green Beans,25,,0,0,0,0,300,5,3,1,1,25,0.8,150,18,30,0.03,6,0
KFC,KFC® Cornbread Muffin,210,,9,1.5,0,35,240,28,<1,11,3,219.5,1,110,20,40,0.03,0,0.3
KFC,Macaroni & Cheese,140,,6,1.5,0,<5,590,17,1,2,5,138.5,0.4,75,12,90,0.05,0,0.2
KFC,Macaroni Salad,140,,8,1,0,15,290,14,0,9,1,149,0.6,140,14,25,0.02,2,0
KFC,Mashed Potatoes,110,,3.5,0.5,0,0,330,17,1,0,2,108.5,0.4,280,16,20,0,4,0
KFC,Mashed Potatoes With Gravy,130,,4.5,1,0,0,520,20,1,0,3,128,0.5,300,18,25,0,4,0
KFC,Potato Salad,340,,28,4.5,0,25,290,19,2,3,2,345.5,0.8,420,24,35,0.04,8,0
KFC,Secret Recipe Fries,320,,15,2,0,0,1100,41,3,0,5,317,1.2,650,38,30,0,6,0
KFC,Sweet Kernel Corn,70,,0.5,0,0,0,0,16,2,2,2,70,0.4,180,20,2,0.02,3,0
KFC,BBQ Baked Beans (Family),830,,5,1,0,0,2810,148,31,63,47,847,10.5,2520,225,370,0,8,0
KFC,Coleslaw (Family),640,,46,7,0,15,670,54,14,37,4,680,1.8,820,46,130,0.22,95,0
KFC,Corn on the Cob (Family),280,,2,0,0,0,15,67,8,11,9,282,1.6,780,88,12,0.08,16,0
KFC,Green Beans (Family),80,,0,0,0,0,930,15,9,3,4,79,2.5,470,56,95,0.1,19,0
KFC,Macaroni & Cheese (Family),540,,23,6,0,10,2220,66,5,8,18,536,1.6,280,46,340,0.18,0,0.7
KFC,Macaroni Salad (Family),480,,28,3.5,0,55,990,50,0,30,3,510.5,2.2,490,50,85,0.07,7,0
KFC,Mashed Potatoes (Family),460,,15,3,0,0,1410,72,6,0,9,454,1.8,1180,68,85,0,17,0
KFC,Mashed Potatoes With Gravy (Family),590,,21,5,0,0,2590,88,6,1,12,584,2.2,1260,76,105,0,17,0
KFC,Potato Salad (Family),1200,,98,16,0,80,1010,65,8,12,8,1220,2.8,1480,85,125,0.14,28,0
KFC,Secret Recipe Fries (Family),840,,40,5,0,0,2890,108,9,0,13,832,3.2,1720,100,80,0,16,0
KFC,Sweet Kernel Corn (Family),280,,2.5,0,0,0,10,67,7,8,10,278,1.5,720,80,8,0.08,12,0
KFC,Chicken Littles,300,,15,2.5,0,30,620,27,1,3,14,291.5,1.5,210,20,60,0.02,1,0.15
KFC,Chicken Littles – Buffalo,310,,17,2.5,0,30,790,27,1,3,14,301.5,1.5,220,21,60,0.02,1,0.15
KFC,Chicken Littles – Honey BBQ,320,,15,2.5,0,30,680,31,1,7,14,315.5,1.5,225,20,60,0.02,1,0.15
KFC,Chicken Littles – Nashville Hot,340,,19,3,0,30,680,27,1,3,14,332,1.6,220,21,60,0.02,1,0.15
KFC,Classic Chicken Sandwich,650,,35,4.5,0,90,1260,49,1,6,34,626.5,2.4,420,36,100,0.04,3,0.25
KFC,Crispy Colonel's Sandwich,470,,24,3.5,0,60,1170,39,<1,4,24,453.5,2,340,30,80,0.03,2,0.2
KFC,Crispy Colonel's Sandwich – Buffalo,500,,27,4,0,60,1500,39,<1,4,24,484,2,350,31,80,0.03,2,0.2
KFC,Crispy Colonel's Sandwich – Honey BBQ,510,,25,3.5,0,60,1290,48,<1,12,24,501.5,2,360,30,80,0.03,2,0.2
KFC,Crispy Colonel's Sandwich – Nashville Hot,540,,32,4.5,0,60,1290,40,<1,5,24,525.5,2.1,355,31,80,0.03,2,0.2
KFC,Crispy Twister®,630,,34,7,0,70,1260,53,4,3,28,612,2.2,380,32,90,0.05,4,0.22
KFC,Honey BBQ Sandwich,350,,3.5,0.5,0,55,1350,55,2,22,24,348.5,1.6,350,28,60,0.02,2,0.15
KFC,Spicy Chicken Sandwich,620,,33,4,0,85,2140,49,1,6,34,596,2.5,410,35,100,0.04,3,0.25
KFC,Chicken Pot Pie,720,,41,25,0,80,1750,60,7,5,26,724,2.8,480,40,120,0.1,6,0.3
KFC,KFC® Famous Bowl,740,,35,6,0,45,2350,81,6,2,26,722,2.5,620,42,110,0.05,4,0.28
KFC,KFC® Famous Bowl – Snack Size,270,,14,3.5,0,20,850,27,2,1,11,263.5,1,240,18,45,0.02,2,0.12
KFC,Caesar Side Salad,40,,2,1,0,5,90,2,1,1,3,39,0.6,180,12,60,0.12,8,0
KFC,House Side Salad,15,,0,0,0,0,10,3,2,2,1,16,0.4,120,8,15,0.08,6,0
KFC,Heinz Buttermilk Dressing,160,,17,2,0,10,220,1,0,1,0,163,0.1,20,2,15,0.01,0,0.1
KFC,Hidden Valley The Original Ranch Fat Free Dressing,35,,0,0,0,0,410,8,0,2,1,36,0.1,35,3,8,0,1,0
KFC,KFC® Creamy Parmesan Caesar Dressing,260,,26,5,0,15,540,4,0,2,2,265,0.2,35,4,60,0.02,0,0.1
KFC,Marzetti Light Italian Dressing,15,,0.5,0,0,0,510,2,0,1,0,16,0.1,25,2,4,0,0,0
KFC,Parmesan Garlic Croutons,60,,3,0,0,0,135,8,<1,0,2,58,0.6,30,8,15,0,0,0
KFC,Apple Turnover,230,,10,2.5,0,0,140,32,<1,12,2,242.5,0.8,95,12,20,0.02,2,0
KFC,Café Valley Chocolate Chip Cake (1 Slice),300,,15,3,0,50,260,39,1,27,4,326,1.2,120,18,60,0.04,0,0.3
KFC,Café Valley Lemon Cake (1 Slice),220,,10,2,0,30,170,30,0,20,2,240,0.6,70,10,40,0.02,2,0.2
KFC,Café Valley Mini Chocolate Chip Cake,300,,12,2.5,0,40,190,49,1,35,3,334.5,1.3,135,20,65,0.05,0,0.4
KFC,Café Valley Mini Lemon Cake,300,,13,2.5,0,50,230,43,0,31,3,330.5,0.7,85,12,50,0.03,3,0.3
KFC,Chocolate Chip Cookie,120,,6,3,0,<5,70,18,1,12,1,134,0.6,50,8,20,0.02,0,0.15
KFC,Oreo Cookies and Crème Pie,270,,13,8,0,<5,210,35,1,24,3,299,1,85,14,60,0.03,0,0.25
KFC,Reese's Peanut Butter Pie,300,,17,9,0,<5,270,33,1,22,5,326,1.1,180,28,55,0.03,0,0.3
KFC,BBQ – Dipping Sauce Cup,45,,0,0,0,0,150,11,0,11,0,56,0.1,45,4,4,0,1,0
KFC,Colonel's Buttery Spread,35,,4,1.5,0,0,35,0,0,0,0,36.5,0,5,1,2,0.01,0,0.02
KFC,Grape Jelly Packet,35,,0,0,0,0,10,9,0,7,0,42,0.1,15,2,2,0,1,0
KFC,Honey Mustard – Dipping Sauce Cup,110,,9,1.5,0,<5,120,6,0,6,0,117.5,0.2,30,4,8,0,1,0
KFC,Honey Sauce Packet,30,,0,0,0,0,0,8,0,5,0,35,0.1,12,2,2,0,0,0
KFC,Ketchup,30,,0,0,0,0,250,8,0,6,0,36,0.2,85,4,4,0,2,0
KFC,KFC Sauce – Dipping Sauce Cup,90,,8,1.5,0,10,170,5,0,5,0,96.5,0.2,35,4,8,0,1,0
KFC,Lemon Juice Packet,5,,0,0,0,0,20,1,0,0,0,5,0,20,1,1,0,6,0
KFC,Ranch – Dipping Sauce Cup,130,,14,2.5,0,10,240,2,0,1,0,133.5,0.1,20,3,15,0.01,0,0.05
KFC,Strawberry Jam Packet,35,,0,0,0,0,0,9,0,6,0,41,0.1,18,2,2,0,2,0
KFC,Capri Sun® 100% Juice Fruit Punch,80,,0,0,0,0,25,21,0,20,0,100,0.1,160,6,4,0.02,60,0
KFC,Chocolate Milk 1%,150,,2.5,1.5,0,10,170,26,0,23,7,167.5,0.4,370,32,280,0.08,2,2.5
KFC,Milk 1%,90,,2,1.5,0,10,105,10,0,10,7,94.5,0.1,370,28,290,0.1,0,2.5
KFC,Musselman's™ Applesauce,45,,0,0,0,0,0,12,1,8,0,53,0.2,75,4,4,0,2,0
KFC,7UP® (12 fl oz),140,,0,0,0,0,50,35,0,35,0,175,0,8,2,4,0,0,0
KFC,7UP® (16 fl oz),190,,0,0,0,0,70,46,0,46,0,236,0,10,3,5,0,0,0
KFC,7UP® (20 fl oz),240,,0,0,0,0,85,58,0,58,0,298,0,13,4,6,0,0,0
KFC,7UP® (30 fl oz),350,,0,0,0,0,125,87,0,87,0,437,0,19,6,9,0,0,0
KFC,Classic Lemonade (1/2 Gallon),880,,0,0,0,0,780,234,0,228,0,1108,0.6,320,40,60,0,85,0
